2024-09-13T16:17:33.159Z - IP: 51.208.59.112, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.245Z - IP: 208.150.99.181, Status: Tráfego bloqueado: requisição de 6283B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.245Z - IP: ebf9:2840:158c:4e3:16cd:6bcc:6061:11dd, Status: Tráfego bloqueado: requisição de 5505B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.246Z - IP: 74.80.46.5, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.246Z - IP: 55f0:2443:10b3:5674:678c:fd53:cd31:2fdf, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.247Z - IP: 170.144.45.18, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.247Z - IP: 65b8:3cef:86c0:a718:3a2d:b106:1d8c:d7d2, Status: Tráfego bloqueado: requisição de 6007B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.247Z - IP: 7aaf:6457:8538:8197:e2fa:87ca:7f5c:750f, Status: Tráfego bloqueado: requisição de 4310B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.248Z - IP: 7000:72f9:b081:ca5b:839a:ecf5:84ed:fb1, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.248Z - IP: 222.164.204.67, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.248Z - IP: 103.214.197.146, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.249Z - IP: 16.136.163.54, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.249Z - IP: 216.98.125.198, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.249Z - IP: 154.194.118.163, Status: Tráfego bloqueado: requisição de 25708B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.250Z - IP: 34.86.235.150, Status: Tráfego bloqueado: requisição de 4344B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.250Z - IP: 110.104.236.144, Status: Tráfego bloqueado: requisição de 6559B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.251Z - IP: 80.243.10.35, Status: Tráfego bloqueado: requisição de 5822B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.251Z - IP: 171.70.20.76, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.251Z - IP: 23.159.246.188, Status: Tráfego bloqueado: requisição de 5652B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.252Z - IP: 9e39:f7c2:d470:885e:deea:d197:7d9c:dd06, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.252Z - IP: 96.152.27.237, Status: Tráfego bloqueado: requisição de 6583B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.253Z - IP: 101.199.161.14, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.253Z - IP: 74ce:b538:5228:d820:b4ee:456c:80cd:8ae4, Status: Tráfego bloqueado: requisição de 4734B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.253Z - IP: 168.199.32.229, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.254Z - IP: 154.194.118.163, Status: Tráfego bloqueado: requisição de 25154B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.254Z - IP: 6b5b:e557:d7e5:fca5:ba63:95d3:a355:d8f1, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.255Z - IP: 874d:26b4:9a90:3a9a:1156:11a7:ee80:b41b, Status: Tráfego bloqueado: requisição de 5672B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.255Z - IP: 4456:d023:c713:65a:28d6:a995:f388:cbce, Status: Tráfego bloqueado: requisição de 5479B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.255Z - IP: 6fb:f7a7:3043:3956:a467:ce25:5dce:c2d0, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.256Z - IP: b7c4:35f2:1794:1f1d:4ed6:329d:b19a:2866, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.256Z - IP: 124.151.203.241, Status: Tráfego bloqueado: requisição de 5319B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.258Z - IP: 3f65:b857:3d97:f83d:e997:4369:cea4:88d0, Status: Tráfego bloqueado: requisição de 5536B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.258Z - IP: 192.88.206.163, Status: Tráfego bloqueado: requisição de 4259B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.259Z - IP: 71.250.28.106, Status: Tráfego bloqueado: requisição de 5228B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.259Z - IP: 21df:351f:6093:f38b:756a:ce46:dc03:69b7, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.260Z - IP: 47ca:4ffa:fe42:c82a:3e52:c532:fd1f:1c4d, Status: Tráfego bloqueado: requisição de 4856B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.260Z - IP: 6f7a:16f3:1d1a:a5dc:1d7f:be42:ff44:917, Status: Tráfego bloqueado: requisição de 4031B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.261Z - IP: 110.103.177.75, Status: Tráfego bloqueado: requisição de 4363B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.261Z - IP: 10.228.210.2, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.261Z - IP: 5a84:8070:1249:ea46:35b3:3894:5796:f010, Status: Tráfego bloqueado: Método HTTP OPTIONS não permitido, Severidade: 0
2024-09-13T16:17:33.261Z - IP: 41fc:9fa5:6956:7f2d:d6f:81cc:8d93:9c, Status: Tráfego bloqueado: requisição de 5599B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.262Z - IP: 51.224.8.91, Status: Tráfego bloqueado: requisição de 4784B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.262Z - IP: 216.140.144.40, Status: Tráfego bloqueado: requisição de 5686B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.262Z - IP: c8b7:9135:3fad:4115:c42:8f02:9928:2730, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.263Z - IP: a5d1:d10:76f0:5362:b182:c95b:2f34:6a1f, Status: Tráfego bloqueado: requisição de 5372B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.263Z - IP: 3.77.162.116, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.263Z - IP: a465:2a42:eebe:f2c0:a7e8:955b:90e:2aff, Status: Tráfego bloqueado: requisição de 4075B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.264Z - IP: 73.88.31.69, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.264Z - IP: 30.139.212.136, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.264Z - IP: 43.33.113.244, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.265Z - IP: 143.45.214.108, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.265Z - IP: ce64:fd9:fb3f:4258:a4ba:47c8:1012:2356, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.266Z - IP: 128.252.111.38, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.266Z - IP: 8f9:3eab:5c9:675d:c13f:c2a5:386a:92d8, Status: Tráfego bloqueado: requisição de 5244B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.266Z - IP: 20.127.211.110, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.267Z - IP: 189.82.162.197, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.267Z - IP: bef9:dfb0:601f:d831:86d9:54a0:e836:756a, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.267Z - IP: 27.206.77.112, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.268Z - IP: b6c7:3f27:236f:72d7:59ed:68e5:801:ac1f, Status: Tráfego bloqueado: requisição de 6360B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.268Z - IP: 92.126.154.181, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.268Z - IP: fc23:40e8:2c2a:5e12:ed13:299b:2a84:620f, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.269Z - IP: 18fd:3892:e07f:d076:9c5:2c06:51fc:72be, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.269Z - IP: 5ba1:fec8:6d2b:ba8e:f79:ff69:549e:2770, Status: Tráfego bloqueado: requisição de 5706B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.269Z - IP: 8baa:81ca:3975:667e:d232:8a7b:c8ea:aec6, Status: Tráfego bloqueado: requisição de 5440B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.270Z - IP: 105.157.148.86, Status: Tráfego bloqueado: requisição de 4065B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.270Z - IP: 39.25.53.216, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.270Z - IP: 5c31:5a7f:e89d:cce2:388b:4762:8f49:b8a4, Status: Tráfego bloqueado: requisição de 4895B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.271Z - IP: 217.0.38.95, Status: Tráfego bloqueado: Método HTTP PUT não permitido, Severidade: 0
2024-09-13T16:17:33.271Z - IP: 50.75.228.64, Status: Tráfego bloqueado: requisição de 5193B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.272Z - IP: 34c5:50e9:447a:cf09:8102:fc3e:b592:cc8c, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.272Z - IP: 145.53.0.212, Status: Tráfego bloqueado: requisição de 5187B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.272Z - IP: 191.184.105.27, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.273Z - IP: 172.73.227.140, Status: Tráfego bloqueado: requisição de 4627B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.274Z - IP: c6c9:93c4:a566:d3ce:bc5:e315:ff97:32b1, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.274Z - IP: 77.221.81.254, Status: Tráfego bloqueado: requisição de 5857B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.274Z - IP: 114.22.116.127, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.275Z - IP: 58d5:d778:3798:9311:ce00:9a6f:9f0a:3084, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.275Z - IP: 447b:925d:d8bb:31b4:8930:458d:ddef:65b8, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.275Z - IP: 46.36.198.130, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.276Z - IP: 17.23.243.106, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.276Z - IP: 55c1:80f2:c62a:ce8e:4d11:cfb6:5605:3745, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.277Z - IP: 81.29.132.21, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.277Z - IP: 124.66.116.250, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.278Z - IP: 192.19.249.147, Status: Tráfego bloqueado: requisição de 4733B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.278Z - IP: 53.153.77.110, Status: Tráfego bloqueado: requisição de 4556B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.279Z - IP: 7814:1572:68cc:dcaf:9465:533c:7fe4:4389, Status: Tráfego bloqueado: requisição de 5463B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.279Z - IP: 6d5a:cda2:1304:34c5:5d59:b80a:1ed:291e, Status: Tráfego bloqueado: requisição de 5609B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.279Z - IP: 86.132.177.9, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.279Z - IP: 132.210.104.26, Status: Tráfego bloqueado: ataque XSS via iframe, Severidade: 4
2024-09-13T16:17:33.280Z - IP: 133.131.151.143, Status: Tráfego bloqueado: requisição de 4920B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.280Z - IP: 2adc:bca6:9943:ddda:3f8e:c023:4bc1:9dc4, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.280Z - IP: 9.103.7.78, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.281Z - IP: 4a76:ad87:7c5d:92b3:8a31:7a97:41e5:d859, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.281Z - IP: 126.99.120.231, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.281Z - IP: 26.158.117.152, Status: Tráfego bloqueado: requisição de 5282B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.281Z - IP: 6.143.223.54, Status: Tráfego bloqueado: requisição de 4857B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.282Z - IP: bae3:2eab:c6a4:5230:f3b0:f0fc:a394:23af, Status: Tráfego bloqueado: requisição de 5799B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.282Z - IP: 53.254.234.52, Status: Tráfego bloqueado: requisição de 5658B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.282Z - IP: f4ff:c286:4a3e:2d3c:5f79:e4b:85bc:e98b, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.282Z - IP: 61ea:33:8635:8107:a7f2:869d:43c:f3, Status: Tráfego bloqueado: requisição de 6714B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.283Z - IP: 86.61.216.209, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.283Z - IP: 77.193.191.108, Status: Tráfego bloqueado: requisição de 4769B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.283Z - IP: 17d:7d7e:3467:e68c:cf68:4cda:c1da:b15d, Status: Tráfego bloqueado: requisição de 5140B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.283Z - IP: 2ecf:32b6:e732:b103:3428:6742:cbb0:9a5d, Status: Tráfego bloqueado: requisição de 4247B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.284Z - IP: a453:bffc:fd0f:8f9c:b16f:f19a:867f:b8b1, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.284Z - IP: 903d:a795:d49c:aacf:941b:901c:7b01:2a1b, Status: Tráfego bloqueado: requisição de 4160B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.284Z - IP: dfe:ef8c:a7e2:8e19:62c1:c3cf:4ff8:2dc0, Status: Tráfego bloqueado: Método HTTP OPTIONS não permitido, Severidade: 0
2024-09-13T16:17:33.284Z - IP: 60fc:1cca:4436:bd50:743d:3c2c:fb51:a46, Status: Tráfego bloqueado: requisição de 5909B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.284Z - IP: 195.57.149.36, Status: Tráfego bloqueado: requisição de 5169B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.285Z - IP: 128.103.139.186, Status: Tráfego bloqueado: requisição de 6174B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.285Z - IP: 185.60.226.17, Status: Tráfego bloqueado: requisição de 6571B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.285Z - IP: 62fb:afa6:54ad:30fa:9289:57ee:540d:8d00, Status: Tráfego bloqueado: requisição de 4920B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.285Z - IP: d206:673a:ff69:2f30:8ba8:ae83:7451:2c19, Status: Tráfego bloqueado: Método HTTP OPTIONS não permitido, Severidade: 0
2024-09-13T16:17:33.286Z - IP: 207.117.42.70, Status: Tráfego bloqueado: requisição de 7807B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.286Z - IP: 6694:cd6:6bae:ddf:40e6:203b:7d26:1401, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.286Z - IP: 24.241.178.9, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.286Z - IP: 86.22.64.68, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.287Z - IP: 29.150.125.246, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.287Z - IP: 164.98.13.129, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.287Z - IP: 427c:6a00:5b43:8525:e61c:2708:a6a6:5c69, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.288Z - IP: 3c36:5f13:da7c:42b0:b33:a89:5315:3609, Status: Tráfego bloqueado: requisição de 5103B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.288Z - IP: 187.109.49.123, Status: Tráfego bloqueado: requisição de 6034B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.288Z - IP: a38f:9f65:9db6:1b88:5ebc:b8b3:9080:44a2, Status: Tráfego bloqueado: requisição de 5636B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.288Z - IP: 154.15.130.67, Status: Tráfego bloqueado: requisição de 6082B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.288Z - IP: 202.125.229.126, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.289Z - IP: 15a:6ca9:549f:3047:bb29:c15f:fe25:c815, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.289Z - IP: bef3:2b56:c35:2994:434a:a860:fd08:5abe, Status: Tráfego bloqueado: Método HTTP OPTIONS não permitido, Severidade: 0
2024-09-13T16:17:33.289Z - IP: 46.202.201.72, Status: Tráfego bloqueado: requisição de 5174B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.289Z - IP: 163.34.193.109, Status: Tráfego bloqueado: Path Traversal - /windows/system32/cmd.exe, Severidade: 4
2024-09-13T16:17:33.290Z - IP: 57.195.68.243, Status: Tráfego bloqueado: requisição de 4049B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.290Z - IP: bf58:e042:e74f:317a:86d0:771d:42d3:7eb8, Status: Tráfego bloqueado: requisição de 5550B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.290Z - IP: 118.86.32.65, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.290Z - IP: 120.53.217.239, Status: Tráfego bloqueado: requisição de 5047B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.291Z - IP: 7e60:bf91:51f1:7b9a:70c3:e603:2254:bf9d, Status: Tráfego bloqueado: requisição de 4098B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.291Z - IP: ec8c:3908:6a7:de18:81cc:1220:adb3:5652, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.292Z - IP: dd1d:5efe:4fdb:e9d:1878:656f:ec4c:6ba5, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.292Z - IP: 158.219.7.9, Status: Tráfego bloqueado: requisição de 4345B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.292Z - IP: 9e2e:2718:d42e:2340:9ad7:8f25:bdaf:9534, Status: Tráfego bloqueado: requisição de 4060B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.293Z - IP: 7bcc:244e:da1:622c:174:d881:161b:3ee0, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.293Z - IP: 222.181.221.87, Status: Tráfego bloqueado: requisição de 5560B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.293Z - IP: 129.53.13.62, Status: Tráfego bloqueado: requisição de 6382B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:33.294Z - IP: 735e:76e9:7589:fa3a:2063:f54:f30a:e16b, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:33.294Z - IP: c39c:fa59:3d37:bbbd:52db:7fab:55d:24f9, Status: Tráfego bloqueado: requisição de 4655B excede limite máximo de tamanho, Severidade: 4
